texts,labels
又又又来了！它好像在跟着我们，救命呀！,1
我对吃很执着很精通，错过我是他们的损失！呜…,1
啊！它要跑了，还抓着某样东西！,1
小心！它给我的感觉…很不好。,1
怎么办，好像比预想中严重得多！,1
这是什么仪式？它看上去很痛苦！,1
我、我们还是换个地方吧，他看起来好像很生气，我不敢靠近他。,1
被人带走，然后…被丢弃？,1
就是什么也没有啦！你们的方法好像失灵了！,1
我们是追着火一的痕迹找过来的，看见你刚才的状态，我们很不安！,1
欸！我的背后…林尼什么时候动的手脚…,1
糟糕！被缠住的话，就走不掉了…,1
呜…我、我突然觉得好冷，好吓人…,1
怎么这样…那我们只能回去了吗？,1
空气中好像不停有电流的声音…胸口闷得喘不过气…,1
是吗…那、那你走前面，戴因。,1
啊…这、这可怎么办才好…,1
呜哇！眼神一下变得冰凉了！,1
已经很久没有亲手打开过宝箱了，这样下去…这样下去的话…,1
…欸！不对，你身上好像有啊！,1
不是冷静思考的时候吧！快跑呀！,1
好不容易把大家都救出来了，可是…,1
那、那这场战斗不就是没有尽头的吗？,1
呜啊！式神还会变成魔物的吗？！,1
呜…刚才，派蒙绝对感受到了，非常可怕的杀气…,1
可算进来了，比想象得阴森好多啊…,1
这里…没有…那里也没有…,1
啊！小心，有只丘丘岩盔王！,1
不要吓我呀！那那那，我们还要继续走吗？,1
荒泷派的方式…我有不好的预感。,1
振作一点…我们还是赶快离开吧，我有…不好的预感。,1
有什么东西掉下来了！快拿开呀——,1
真的吗？可这里面有一种好阴森的感觉！,1
呜哇？她们…被带来了这里？,1
听上去好可怕！我有点不敢看周围的树了…,1
只能睡觉了吗…可是我很害怕，一定睡不着的…,1
呜呜…好可怕，会被攻击吗…,1
那我们该怎么办，时间只剩下三天了！,1
啊！那个药材…那条蛇，说、说说说说话了！,1
啊对对，出大事了！影她…她…,1
呃啊…头好晕，被拉到什么地方来了…,1
那、那就好，看你好像…唔，有什么心事的样子。,1
真奇怪…我们最好小心一些。,1
哇！好可怕，我们都要没有钱用了！这个世界要毁灭了！,1
可是…不是这样的话，也没有更合理的说法了。,1
你听见了吗？有人在喊救命…在那边！,1
怎么回事…怎么到处都是愚人众？,1
那可怎么办…一个拥有着神之心力量的愚人众执行官，难以想象有多难对付…,1
好可怕…两千年前的魔神战争，就是在与这样的敌人战斗吗…,1
这…原来还有这样的说法，可是，被水淹没了的话，人还是会死的呀…你、你还是拿着吧…,1
篝火边的魔物…是不是被深渊教团驱使的呢？有点吓人…先打倒它们吧。,1
呃…对，外面都是野兽，已经是一片漆黑了，还有很多人受伤…,1
那、那我们去前面找找吧…我很担心。,1
糟了，天领奉行的人来了！,1
但这周围…无论是人还是魔物，什么都没有啊。,1
我们现在要怎么办？就算要找其他人想办法，我们在须弥城也没有别的熟人了。,1
这里还有个稻草人，是被谁撞倒的吗…呜哇！它怎么突然站起来了！,1
怎么会…必须要让它停下来！,1
呜呜，真不想回忆当时的场景…一旦回想起来，身体又开始发抖了！,1
呜呜…不要吃我…我一点也不好吃。,1
欸，这样啊…我还担心得很呢。,1
但…我们真的能安全离开吗…,1
等等，有黑色的东西冒出来，它不太对劲！,1
呜呜，是我们做错了什么吗？,1
我，我怎么觉得有点可怕…,1
哦，快看那边！有什么东西冒出来了！,1
你、你是谁啊！为什么你会知道这些…,1
呜哇！吓我一跳，周围那些大门都被打开了？,1
那、那天目优也岂不是也会…,1
好吓人，好吓人啊…我再也不要相信别人了…,1
人造人？！人…人要怎么被创造出来？,1
欸！？为什么呀，你要把我丢下吗？,1
神、神子，他晕过去了！现在我们该怎么办？,1
我…我根本没搞明白刚才发生了什么…但总觉得很悲伤，很令人绝望…,1
好强的敌人，原来深渊教团里面，还有这么厉害的魔物。,1
呜…好压抑…感觉非常不妙…,1
然后我感觉眼前变得好暗，头也晕乎乎的，到处都是鬼火在闪烁。,1
这么多箱子就意味着…好可怕。,1
哇——怎么回事！好大的风——是沙尘暴吗！？要被吹飞了！,1
这里也有看起来很可怜的丘丘人呢，有些已经…失去了生命气息…,1
好可怜…喂，我们就帮帮他吧！,1
呜哇——不要把我们关起来啊，放我们出去！,1
蜡烛也熄灭了！难道说是有什么东西靠近了…快跑呀！！,1
从天而降的火球？！好可怕。,1
…糟了，她注意到我们了吗？朝另外的方向跑了！,1
如果回答错误…就会哇的一声被吃掉！,1
逃跑的家伙可是正说到在危急时刻挺身而出…突然就不见啦！,1
听上去好危险…是为了在更合适的时机埋伏我们吗…,1
神子、绫人，你们笑得好可怕！,1
啊！造剑的人失踪了？！好可怕！,1
啊！黑蛇骑士们又围上来了！,1
呜…这个计划想要对抗的东西，真是巨大到不可思议呢。,1
吓死我了，想不到九条裟罗会到这里来…,1
愚人众也好多！我们快要…,1
嘘…小声！不要被他发现啦！,1
跟到哪里去…唔，唔哇啊啊——,1
呃…总觉得后背发凉，里面、里面好阴森啊，我不要走在最前面…,1
为、为什么我们要到这里来？我有一种很不好的预感。,1
…吓死我了，你们埋、埋回去了么？,1
地道里好像有声音？呜哇…我、我不要走第一个！,1
但也会失去很多吧！不光是外形，还有感情，记忆什么的！,1
好可怕！那里有什么东西…万叶，你要去哪？,1
修、修炼开始了吗！这气氛…连天气都改变了！,1
我感觉那个幽灵身边好像有黑雾缭绕，紧接着我就昏过去了。,1
