texts,labels
妮露说给我们大家都寄了信，邀请我们两天后参加在大巴扎举办的庆功宴，顺带庆祝赛诺恢复大风纪官一职。,0
优菈说这话的时候，已经在发光了…,0
这么说来，算是我们一起拯救了迪娜泽黛呀，最后还是赶上了嘛！,0
那就好，不枉我们找了三个人。,0
宵宫真是可靠，果然找对人了。,0
不要再说啦，我早就搞不清楚了！,0
对哦，假如是摩拉的话，不就说明我会成为大富翁。以后想买什么就买什么了吗？,0
呜哇——好吧好吧。不过事先说好，我们的目标可是赢下试胆大会、拿到豪华礼物哦！,0
唔…既然海灯节是纪念英雄的节日，那我们就点这道菜吃，也用这种方式来纪念一下他吧。,0
放心吧！我们可是很专业的！,0
而且很高雅！我不知道该怎么说…反正很不一样。,0
真的出现啦！不过和上次的花不太一样？记得这种花好像是…对了，是虹彩蔷薇！,0
我记得稻妻有一家侦探社，我们去那边看看好了。,0
当然，如果有什么别的有趣的事要做，我也可以陪你先去喔。,0
也就是说，接下来需要开动脑筋，列举帮得上我们的人！,0
海妮耶好像说过，以前也有学者尝试遏制蕈兽造成的灾害？这本笔记还有不少内容，我们再好好读一读吧。,0
你都说到这个份上了，我们当然不能让你的决心白费嘛。,0
哇，我全都说完了欸！好厉害，我好厉害！,0
原来是这样。没想到你这家伙，还挺有正义感的嘛。,0
对对，她也是这么说的！那故事的大厨就该是这样，做得一手好菜，却不会亲自享用。,0
时间过得真快呀，一晃眼，又到了海灯节前夕。,0
对付作恶者就不用考虑太多了吧。,0
百闻说的地点，就在这附近了吧。,0
好的好的，包在我们身上啦。,0
嗯！我们记住啦，谢谢婆婆！,0
荣誉骑士破关斩将，勇夺召唤王比赛冠军！嘿嘿，这听起来也不错嘛。,0
嘿嘿，总有种要出名了的感觉。,0
预赛快要开始了，埃尔欣根好像在发表赛前的演讲呢。,0
哎呀，大家都是老熟人了，凝光小姐应该还在忙着海灯节的事情吧。你不用和我们俩客气。,0
好吧，那我们就过去看看吧。凯瑟琳，我们先走一步啦。,0
真的？我有点开始欣赏你了，天才莫娜！,0
来到熟悉的地方了！这里不就是普斯帕咖啡馆嘛。,0
安柏那种活泼外向的性格，感觉无论和谁都能成为好朋友呢。,0
对啊，甘雨也早点跨出这一步吧！我来帮你数，唔，不说上级，就说刻晴跟申鹤好了，她们不都是你的朋友吗？,0
这次我们是被老孟介绍来的，你们是好朋友吧？,0
简单来说，画片可以把此时此刻的你记录下来，很适合作为纪念。,0
嗯，毕竟有你在，可以稍微安心一些呢。,0
看来，正义人也需要伙伴嘛。不能总是让迪卢克老爷一个人奔波，帮手多多益善！,0
不过，送给仙人的礼物还是保守一点，就用满足沙拉好了…,0
接下来就把它们放在提纳里给我们的便当盒里吧，刚才我已经好好洗过了。,0
让我看看…进入蒙德学院，邻座是喜欢在课堂上摸鱼的少年。,0
你不也参赛了吗？还主动给过我们指导，明明也乐在其中吧…,0
好，如果我们拿了奖金，就请迪奥娜吃好吃的！,0
没关系，我们很久没来这样的饭店里吃饭了，好期待！,0
是啊！蒙德也算是我们旅行的起点，有很多珍贵的回忆呢。,0
机会正好！我也想看你们玩牌。大不了我给万叶来个突击训练吧！,0
当然！没问题！绫华也说要我们来长野原烟花店找帮手，看来就是宵宫啦。,0
对哦对哦，毕竟收到了这么好的葡萄汁…,0
喔，这么一说还挺有道理的。,0
以琴团长的个性，看见署名一定会来找你的！如果不想她费这个时间，不要写名字比较好哦。,0
算了，没关系，很像是你的想法。,0
平时我们听到的旋律就是那样吧！能让人舒缓心情，唤起美好的回忆，联想到愉快的体验…,0
旅行者，你还记得这里吗？,0
还有这种好东西！那我们多布几个，争取把整个污染区都布满！,0
好吧，我们已经弄明白了，谢谢你们。至少现在知道可以去歌剧院找水神了呢。,0
她们在那边，而且莫娜也在呢！,0
太好了。我们也会帮你加油助威的！,0
嘿嘿，我们果然很有名气吗？,0
对哦对哦，你说话不用这么客气啦。,0
没什么啦！迪卢克老爷早点闲下来，我们也能更早买到好喝的葡萄汁嘛。,0
可惜…比想象中还要警觉啊，不过它应该跑不远，再打开元素视野找找吧？,0
天亮了。走，我们去找柯莱吧。,0
每轮比赛找一个，三轮比赛找三个。很简单嘛！,0
和爬到塔上面看一晚上星星比起来，要方便多了呢！,0
这些魔术盒子动起来了…我们该做什么？,0
绫华，你的最后一个愿望也已经实现了。,0
嘿嘿，我还是很懂你的嘛。,0
所以，我想让你帮我做个装置，果子放进去直接变成果汁，这样就能一直保存了吧！,0
有你们这样的朋友，狼哥一定会很感动的！,0
哪种游戏会有这种牌啊…一定是我们成为了正式牌手，所以有奖励拿啦！,0
那我们这就去把消息，带给德沃沙克大叔吧！,0
这我倒是知道，一定就是那棵大树了。,0
哟！听说你有烦恼要向那边的吟游诗人倾诉？我们是他的助手，说出你的烦恼吧！,0
有了！我想到了一个好主意！,0
那就说好啦！明天我们一起去找提纳里，让他不要拆掉卡卡塔！,0
原来如此，那我们去飞云商会问问吧！,0
嘿嘿，我就喜欢和宵宫当朋友，说话真好听！,0
原来这就是提纳里说的虚空终端，听起来好像很厉害的样子。,0
感觉是有用的信息呢，我们去神龛那边看看吧！,0
我们留下来是想跟你说，坎蒂丝，虽然接下去你要留守阿如村，但我们会记得你的嘱咐。,0
总之，砂糖你就放心说下去好了！我们也正愁闲得没事做，对吧？,0
水面升起来了，这下我们就能游到上面去了吧。,0
我好像也变得特别期待了，花神诞祭上有没有好吃的呀？,0
哇，你就是那个名震蒙德、曾经抵达烬寂海的传说级大冒险家啊！,0
我们还是快点找到兵书，帮助心海打起精神来吧！,0
居然是专程来赞助我们的吗！好感动！,0
迪希雅、坎蒂丝，你们也来学院庆典了！,0
嘿嘿，钟离就是会说话！你能这么说，我们就放心啦。,0
这么详细，简直像是他亲眼看到的一样…,0
一般的收藏家，家里应该不会缺钱才对吧。,0
省下来…当我的小费！嘿嘿，合情合理。,0
宝藏！就像藏宝图一样的感觉吗？只要将所有牌背拼起来，就会有秘密的道路显现什么的！,0
加油啊，妮露，目前为止干得很不错！,0
对对！来这里的路上我就在编了，我们的目标是用浅显易懂的故事说服刻晴，没错吧？,0
哇，这么高？！不会要我们爬上去吧？,0
嗯，好吃的！这个办法肯定能成功的，嘿嘿。,0
嗯，感觉她好像还没有融入到这个环境里来。,0
嗯，也是，我们再去找他一次吧。,0
唔，上面好像只画了三条歪歪扭扭的线。,0
有呀！我们正在到处闲逛呢！,0
听说这附近经常会有落石…要留意周边环境哦！,0
好耶！本来以为要在森林里找好久，没想到这么快就找到了。,0
呼——！终于到休息时间啦！,0
对哦，我想起来了：她和拉齐说，可以找树洞讲出秘密。原来她自己也是这么做的，甚至还写下来了。,0
是啊，看来我们以后也要多多提防了。,0
对哦！我都忘记会飞是那么方便的事了！,0
哦，我懂我懂。会场又热闹，还有好多好吃的对吧？,0
完全是重画了啊！这么优美的我，真的是我吗…,0
提纳里和柯莱都是赛诺的好朋友，不如跟我们一起参加庆功宴！,0
我们快去找她吧，活动应该马上就要开始了。,0
成功把他们引开了，我们赶快去找迪娜泽黛吧。,0
庆功宴！会有很多好吃的吗？,0
这么快就有结果了？效率好高！,0
嘿嘿，接下来我也会当一个好向导的。,0
嘿嘿，因为人是会共情的嘛。,0
没错，齐心协力，总会有办法的。,0
哇，好漂亮的灯，这是怎么做的呀？,0
嘿嘿，看神子这轻松的口吻，肯定赢得很轻松！,0
…欸嘿嘿，这么直白地说出来，我都有点不好意思了。,0
嘿嘿…秘书姐姐，这块石头可是我们大家一起找到的。怎么样，很厉害吧？,0
天亮了，去跟大家会合吧。,0
嘿嘿，假如真是这样，那我们做点仙人喜欢的美食，是不是就能引起这位留云借风真君的注意了？,0
应邀来画五歌仙画像的，果然就是阿贝多呀。,0
嘿嘿，放心吧，下次我肯定会打起精神来的！,0
钟离！找到你了，我们帮你把竹笋送来啦。,0
提纳里，赛诺！这边这边！,0
对。迪娜泽黛，你能告诉我们小吉祥草王的事，我们就很感激了。,0
芭芭拉小姐也在呢，真难得！,0
哇…听起来像是个很盛大的节日呢。,0
好耶！比一比，输的是小狗！,0
时间是两天后，别忘了哦。,0
水升上来了？！这样就能上去了呢！,0
正好说到这里，我觉得我想好该怎么办了！,0
是呢，就算是再有趣的游戏，如果找不到人和自己一起玩的话，还是有点寂寞的。,0
想起来了，休息是为了更好地工作！烟绯说的！,0
哟！万叶小兄弟！你在这里呀？我们来帮忙啦！,0
小昆简直是我们的指南针！有你在，才好确定方向呀。,0
我们回来啦！凯亚，你写完了吗？,0
总归还是要好好谈谈价格！,0
刻好啦！我的愿望是可以吃到更多好吃的！,0
很威风啊，千里，说得漂亮！,0
对啊，我觉得莱依拉的心态就很好！大家都和你一样的话，比赛的气氛也会更和谐，更欢乐！,0
哇，阿贝多也来了，这下热闹了！,0
是从那个香炉里传来的吧。虽说住在这么简陋的地方，但能沐浴在芬芳中冥想，似乎也是种不错的生活呢。,0
有道理，想起之前纳西妲的确给我们提供了非常多有用的情报呢…,0
这份工作需要了解地质与矿石的人哦。,0
对哦，所以他才会亲切地叫你优菈姐姐。,0
哇！好厉害，是提米赢了耶！,0
好吧，那太阳晒到肚子上啦。,0
从我们了解到的事来看，应该是这样没错。,0
但就像她说的，我们已经被卷进来了，就走到最后吧。,0
是啊，因为这个还引起了大骚动呢。,0
啊…这么一说确实很有道理…,0
算你运气好，遇到我们这么好心的帮手。,0
出现了！就是这个，从天而降的大仙鸟！,0
哦！一听到这句话，立刻就有讲故事的氛围了呢，真不错。,0
唔…总之，就当为了纳西妲好，我们是不是也该向下一站进发啦？,0
所以这是只有他们才能表演的魔术！,0
欸，不过这样一说，阿贝多对义卖了解得很清楚呀！,0
所、所以他急急忙忙地先走啦，不是故意丢下托克的。,0
对，这一带的丘丘人，比山脚下那些丘丘人强不少呢。,0
没关系，你先在后面休息，恢复一下体力吧！,0
我发现，官位大还是有好处的嘛，大家对我们说话都好恭敬呢。,0
这个就是手稿中提到的晶核了吧！,0
特瓦林保护协会！再次集结！,0
啊——吃饱了，好好吃呀！,0
轻松解决呢！看来诺艾尔挺有几下子的嘛。,0
现在我们集结了大家的力量，绝对不会输的！,0
找到了！就是这个戒指吧！,0
嘿嘿，优菈不用这样解释啦。你其实是在关照他，我们都懂的啦。,0
嗯…最近我们的状态还不错，是时候接几个新的委托，把这种劲头维持下去了！,0
是这样吗…那就用元素视野看看吧。,0
不过也对，只是简简单单的梦的话也早就该醒了。我们再继续找人问问吧。,0
对呀对呀，神子也见过吗？归七神所有，与天空岛相连的神之心！,0
欸嘿，遇见你真是太巧了。我们这种旅行者本来就到处乱跑，没人知道我们来枫丹也很正常嘛…,0
这描述也太详细了，感觉就像是你自己经历过一样。,0
蒙德是风的城市，在七神中供奉的正是风神。,0
虽然不知道是什么原理，但蕈兽们全都清醒过来了！太好了！,0
看这座神像的模样，倒是和这个名字挺相称的。,0
有什么感兴趣的话题吗，要来一起聊聊天吗？,0
是呀！今年海灯节你们都在忙什么？,0
这样吧，我们两个先帮你选一下，挑出比较容易理解的小说，再讲给你听吧。,0
要不要问问这里有没有《提瓦特游览指南》的璃月篇？那书超有意思的！,0
好欸，这样就有两个胜场了！,0
对啊。一个人喝闷酒多孤单，还是说出来，大家一起聊聊比较开心！,0
有家能回，也是好事呀。我们旅行的时候，经常不得不在野外露宿呢。,0
今天这种天气，不知为何让人突然想吃些辣的东西呢，鲜鲜辣辣的口味，最能刺激味蕾啦！,0
好啦，我就是有点好奇嘛！,0
没错没错。果然这件事只有我们能办到。,0
提纳里和阿帽弃权，赛诺和莱依拉已经完成比赛，只剩下你们两个啦！,0
你好！请问你有见过来自蒙德的商队吗？运酒的那种。,0
但见识到了这艘大船，你们的话开始有说服力了。,0
是呀，我们也想和反抗军的士兵们聊聊呢！,0
不用不用不用！我们去去就来！,0
嘿嘿，还真是有莫娜的风格。,0
这个人是我们在蒙德认识的冒险家朋友！公子是我们给他起的外号！,0
嘿嘿，那我们就不客气地收下了。,0
啊！砂糖，趁现在！就是那个…那个幸福的呼吸！,0
那，我们回去把这个消息告诉申鹤吧。,0
嗯，其实我们决定参加演武传心剑道大赛了，听说你们正在离岛做准备，所以就过来看看。,0
